request_id,subject,answer,prediction,correct,correct_choice_nll,correct_choice_margin,ll_A,ll_B,ll_C,ll_D,batch_forward_seconds,remote_pairs,low_pairs,low_frac,wire_bytes
21,business_ethics,0,0,1,1.2245228290557861,0.1518402099609375,-1.2245228290557861,-1.3763630390167236,-1.8066198825836182,-1.9848835468292236,13.412763250000005,15595,0,0.0,8047020.0
22,econometrics,0,0,1,1.2730363607406616,0.23437213897705078,-1.2730363607406616,-1.5074084997177124,-1.997413992881775,-1.928057074546814,13.412763250000005,15775,0,0.0,8139900.0
23,conceptual_physics,2,0,0,1.9053997993469238,-0.6529016494750977,-1.2524981498718262,-1.5870308876037598,-1.9053997993469238,-1.7640681266784668,13.412763250000005,5944,0,0.0,3067104.0
24,professional_accounting,2,0,0,1.8989489078521729,-0.5537118911743164,-1.3452370166778564,-1.5786497592926025,-1.8989489078521729,-1.7770874500274658,13.412763250000005,15111,0,0.0,7797276.0
25,college_mathematics,0,0,1,1.4616461992263794,0.28333187103271484,-1.4616461992263794,-1.9759474992752075,-2.4164819717407227,-1.7449780702590942,13.412763250000005,17744,0,0.0,9155904.0
26,professional_accounting,3,1,0,1.6927272081375122,-0.20949649810791016,-1.7462111711502075,-1.483230710029602,-1.7568808794021606,-1.6927272081375122,13.412763250000005,10810,0,0.0,5577960.0
27,electrical_engineering,3,0,0,1.882729172706604,-0.7060861587524414,-1.1766430139541626,-1.5761104822158813,-2.1776747703552246,-1.882729172706604,13.412763250000005,7392,0,0.0,3814272.0
28,conceptual_physics,3,0,0,1.719804286956787,-0.5183229446411133,-1.2014813423156738,-1.477189540863037,-1.7957911491394043,-1.719804286956787,13.412763250000005,7849,0,0.0,4050084.0
29,high_school_physics,3,0,0,1.7425214052200317,-0.3260345458984375,-1.4164868593215942,-1.4610539674758911,-2.027430534362793,-1.7425214052200317,13.412763250000005,26634,0,0.0,13743144.0
30,machine_learning,0,1,0,1.7281527519226074,-0.31266021728515625,-1.7281527519226074,-1.4154925346374512,-2.4937357902526855,-2.4219717979431152,13.412763250000005,14047,0,0.0,7248252.0
31,high_school_physics,0,0,1,1.1578936576843262,0.05230998992919922,-1.1578936576843262,-1.2102036476135254,-1.9757742881774902,-1.954622745513916,13.412763250000005,10053,0,0.0,5187348.0
32,machine_learning,0,0,1,1.0908695459365845,0.2032480239868164,-1.0908695459365845,-1.2941175699234009,-2.2384629249572754,-2.0373568534851074,13.412763250000005,10225,0,0.0,5276100.0
33,formal_logic,1,0,0,1.7625924348831177,-0.4478273391723633,-1.3147650957107544,-1.7625924348831177,-1.7779914140701294,-1.5208169221878052,13.412763250000005,10195,0,0.0,5260620.0
34,college_computer_science,3,0,0,1.691074013710022,-0.511479377746582,-1.17959463596344,-1.4518295526504517,-1.6933799982070923,-1.691074013710022,13.412763250000005,13324,0,0.0,6875184.0
35,machine_learning,3,0,0,2.0997700691223145,-0.6315382719039917,-1.4682317972183228,-1.5272928476333618,-2.3208870887756348,-2.0997700691223145,13.412763250000005,10352,0,0.0,5341632.0
36,clinical_knowledge,1,0,0,1.534515142440796,-0.2683572769165039,-1.266157865524292,-1.534515142440796,-1.6744468212127686,-1.296105146408081,13.412763250000005,13998,0,0.0,7222968.0
37,machine_learning,3,0,0,2.2412562370300293,-1.1665945053100586,-1.0746617317199707,-1.5608983039855957,-2.474033832550049,-2.2412562370300293,13.412763250000005,14343,0,0.0,7400988.0
38,college_computer_science,3,0,0,1.9423898458480835,-1.0017061233520508,-0.9406837224960327,-1.5468705892562866,-1.9819282293319702,-1.9423898458480835,13.412763250000005,11124,0,0.0,5739984.0
39,abstract_algebra,3,1,0,2.117784261703491,-0.6574182510375977,-1.9647386074066162,-1.4603660106658936,-2.7185428142547607,-2.117784261703491,13.412763250000005,9720,0,0.0,5015520.0
40,clinical_knowledge,3,0,0,1.5620453357696533,-0.24716854095458984,-1.3148767948150635,-1.3707821369171143,-1.8133347034454346,-1.5620453357696533,13.412763250000005,10504,0,0.0,5420064.0
41,college_computer_science,1,1,1,1.3356069326400757,0.29128265380859375,-1.6268895864486694,-1.3356069326400757,-2.0604758262634277,-1.6818021535873413,13.412763250000005,24977,0,0.0,12888132.0
42,econometrics,2,0,0,2.0921530723571777,-0.8082904815673828,-1.283862590789795,-1.55796480178833,-2.0921530723571777,-1.9331278800964355,13.412763250000005,12333,0,0.0,6363828.0
43,formal_logic,1,0,0,1.4839394092559814,-0.31703662872314453,-1.166902780532837,-1.4839394092559814,-2.6092112064361572,-2.2769854068756104,13.412763250000005,18720,0,0.0,9659520.0
44,high_school_physics,0,0,1,1.322263479232788,0.1499786376953125,-1.322263479232788,-1.4722421169281006,-2.335301160812378,-1.7901437282562256,13.412763250000005,12854,0,0.0,6632664.0
45,computer_security,1,0,0,1.527351975440979,-0.059266090393066406,-1.4680858850479126,-1.527351975440979,-1.9322534799575806,-1.546085000038147,13.412763250000005,13299,0,0.0,6862284.0
46,business_ethics,1,0,0,1.3673301935195923,-0.11785602569580078,-1.2494741678237915,-1.3673301935195923,-2.0088791847229004,-1.8662105798721313,13.412763250000005,9027,0,0.0,4657932.0
47,abstract_algebra,0,0,1,1.5829241275787354,0.04560375213623047,-1.5829241275787354,-1.6285278797149658,-2.129225969314575,-2.2167160511016846,13.412763250000005,9752,0,0.0,5032032.0
48,abstract_algebra,2,0,0,1.687210202217102,-0.47826099395751953,-1.2089492082595825,-1.5956155061721802,-1.687210202217102,-1.6749850511550903,13.412763250000005,11050,0,0.0,5701800.0
49,professional_accounting,2,0,0,1.889227032661438,-0.6826248168945312,-1.2066022157669067,-1.480042576789856,-1.889227032661438,-1.707316517829895,13.412763250000005,11870,0,0.0,6124920.0
50,electrical_engineering,2,0,0,2.079713821411133,-0.76789391040802,-1.3118199110031128,-1.363930583000183,-2.079713821411133,-1.6556509733200073,13.412763250000005,8552,0,0.0,4412832.0
51,conceptual_physics,1,0,0,1.6337803602218628,-0.2679471969604492,-1.3658331632614136,-1.6337803602218628,-2.003228187561035,-1.8308428525924683,13.412763250000005,9297,0,0.0,4797252.0
52,professional_accounting,2,1,0,1.8635642528533936,-0.02364826202392578,-1.9247338771820068,-1.8399159908294678,-1.8635642528533936,-1.9450929164886475,13.412763250000005,24174,0,0.0,12473784.0
53,conceptual_physics,2,0,0,1.927250623703003,-0.6839103698730469,-1.243340253829956,-1.4434325695037842,-1.927250623703003,-1.8231465816497803,13.412763250000005,6175,0,0.0,3186300.0
54,business_ethics,2,0,0,2.196749687194824,-0.9864778518676758,-1.2102718353271484,-1.5010404586791992,-2.196749687194824,-2.649691581726074,13.412763250000005,12330,0,0.0,6362280.0
55,computer_security,1,0,0,1.479746699333191,-0.4061908721923828,-1.073555827140808,-1.479746699333191,-1.8927630186080933,-2.122694969177246,13.412763250000005,8019,0,0.0,4137804.0
56,business_ethics,1,0,0,1.4285533428192139,-0.4336109757423401,-0.9949423670768738,-1.4285533428192139,-1.8513753414154053,-1.9824368953704834,13.412763250000005,10902,0,0.0,5625432.0
57,high_school_physics,0,0,1,1.4852324724197388,0.11637306213378906,-1.4852324724197388,-1.6063319444656372,-1.8237048387527466,-1.6016055345535278,13.412763250000005,28912,0,0.0,14918592.0
58,clinical_knowledge,3,0,0,1.8610918521881104,-0.6174259185791016,-1.2436659336090088,-1.5233280658721924,-1.9297478199005127,-1.8610918521881104,13.412763250000005,8218,0,0.0,4240488.0
59,computer_security,1,0,0,1.3195385932922363,-0.22390270233154297,-1.0956358909606934,-1.3195385932922363,-1.8849501609802246,-1.9995503425598145,13.412763250000005,7536,0,0.0,3888576.0
60,clinical_knowledge,2,0,0,2.1644647121429443,-0.8043727874755859,-1.3600919246673584,-1.531193494796753,-2.1644647121429443,-1.5617358684539795,13.412763250000005,8668,0,0.0,4472688.0
61,anatomy,1,0,0,1.537827730178833,-0.49829769134521484,-1.0395300388336182,-1.537827730178833,-2.1331779956817627,-1.6670029163360596,13.412763250000005,14733,0,0.0,7602228.0
62,clinical_knowledge,3,0,0,1.8199156522750854,-0.6432294845581055,-1.17668616771698,-1.3620356321334839,-1.4695881605148315,-1.8199156522750854,13.412763250000005,11746,0,0.0,6060936.0
63,econometrics,1,1,1,1.369572401046753,0.20697784423828125,-1.5765502452850342,-1.369572401046753,-2.097684621810913,-1.7881848812103271,13.412763250000005,25000,0,0.0,12900000.0
64,clinical_knowledge,2,0,0,1.8014053106307983,-0.5469570159912109,-1.2544482946395874,-1.2952064275741577,-1.8014053106307983,-1.8832038640975952,12.05814712499999,14208,0,0.0,7331328.0
65,electrical_engineering,1,0,0,1.3056002855300903,-0.09526443481445312,-1.2103358507156372,-1.3056002855300903,-1.8279343843460083,-2.048564910888672,12.05814712499999,8205,0,0.0,4233780.0
66,formal_logic,3,0,0,1.8913207054138184,-0.8709192276000977,-1.0204014778137207,-1.6002306938171387,-1.9636874198913574,-1.8913207054138184,12.05814712499999,9249,0,0.0,4772484.0
67,computer_security,1,0,0,1.4784126281738281,-0.25885772705078125,-1.2195549011230469,-1.4784126281738281,-1.6994543075561523,-1.5581855773925781,12.05814712499999,13034,0,0.0,6725544.0
68,professional_accounting,3,0,0,1.7802588939666748,-0.5868062973022461,-1.1934525966644287,-1.3469579219818115,-1.6077430248260498,-1.7802588939666748,12.05814712499999,20324,0,0.0,10487184.0
69,astronomy,2,0,0,2.1624717712402344,-1.2232474088668823,-0.939224362373352,-1.5688868761062622,-2.1624717712402344,-1.8710910081863403,12.05814712499999,7340,0,0.0,3787440.0
70,business_ethics,3,0,0,1.7041817903518677,-0.5980043411254883,-1.1061774492263794,-1.366810917854309,-1.94806969165802,-1.7041817903518677,12.05814712499999,12889,0,0.0,6650724.0
71,abstract_algebra,3,1,0,2.115410804748535,-0.6173907518386841,-1.9878653287887573,-1.498020052909851,-2.7109384536743164,-2.115410804748535,12.05814712499999,9545,0,0.0,4925220.0
72,econometrics,1,0,0,1.5960010290145874,-0.4470787048339844,-1.148922324180603,-1.5960010290145874,-2.138000011444092,-1.8664182424545288,12.05814712499999,12094,0,0.0,6240504.0
73,astronomy,2,1,0,2.2971560955047607,-1.0659761428833008,-1.3876807689666748,-1.23117995262146,-2.2971560955047607,-1.9123094081878662,12.05814712499999,7927,0,0.0,4090332.0
74,anatomy,0,0,1,1.3391516208648682,0.11182689666748047,-1.3391516208648682,-1.4509785175323486,-1.8265011310577393,-1.6931383609771729,12.05814712499999,7236,0,0.0,3733776.0
75,electrical_engineering,3,0,0,1.7801423072814941,-0.5400171279907227,-1.2401251792907715,-1.3237786293029785,-1.5610241889953613,-1.7801423072814941,12.05814712499999,10007,0,0.0,5163612.0
76,econometrics,3,0,0,1.830026626586914,-0.6985921859741211,-1.131434440612793,-1.5699968338012695,-1.8266563415527344,-1.830026626586914,12.05814712499999,11555,0,0.0,5962380.0
77,college_computer_science,0,0,1,1.1406235694885254,0.25815391540527344,-1.1406235694885254,-1.3987774848937988,-1.5302033424377441,-1.7367606163024902,12.05814712499999,10355,0,0.0,5343180.0
78,high_school_physics,0,0,1,1.2803280353546143,0.5629892349243164,-1.2803280353546143,-1.8433172702789307,-2.151158571243286,-2.0692617893218994,12.05814712499999,18472,0,0.0,9531552.0
79,anatomy,3,0,0,1.5325887203216553,-0.3391389846801758,-1.1934497356414795,-1.5352132320404053,-1.5513865947723389,-1.5325887203216553,12.05814712499999,10856,0,0.0,5601696.0
80,business_ethics,3,0,0,1.9368611574172974,-0.9556846618652344,-0.981176495552063,-1.4292575120925903,-1.7716399431228638,-1.9368611574172974,12.05814712499999,10075,0,0.0,5198700.0
81,college_mathematics,0,0,1,1.6442060470581055,0.10680294036865234,-1.6442060470581055,-1.7510089874267578,-2.318857192993164,-1.994089126586914,12.05814712499999,15097,0,0.0,7790052.0
82,clinical_knowledge,2,0,0,2.0639474391937256,-0.8052644729614258,-1.2586829662322998,-1.4178006649017334,-2.0639474391937256,-1.638761281967163,12.05814712499999,9171,0,0.0,4732236.0
83,high_school_mathematics,0,1,0,1.6750563383102417,-0.31102657318115234,-1.6750563383102417,-1.3640297651290894,-2.158977508544922,-2.341801643371582,12.05814712499999,7899,0,0.0,4075884.0
84,high_school_physics,2,0,0,2.195357322692871,-1.0338791608810425,-1.1614781618118286,-1.4808655977249146,-2.195357322692871,-1.9514323472976685,12.05814712499999,12434,0,0.0,6415944.0
85,electrical_engineering,2,1,0,2.1572461128234863,-0.5844985246658325,-1.6361697912216187,-1.5727475881576538,-2.1572461128234863,-1.881283164024353,12.05814712499999,8616,0,0.0,4445856.0
86,machine_learning,1,0,0,1.3172227144241333,-0.2305612564086914,-1.086661458015442,-1.3172227144241333,-2.0277652740478516,-1.8664170503616333,12.05814712499999,12279,0,0.0,6335964.0
87,econometrics,2,0,0,1.9573590755462646,-0.6839399337768555,-1.2734191417694092,-1.3749549388885498,-1.9573590755462646,-1.6510531902313232,12.05814712499999,12913,0,0.0,6663108.0
88,high_school_mathematics,2,3,0,2.475594997406006,-0.8088569641113281,-1.753446102142334,-2.189903736114502,-2.475594997406006,-1.6667380332946777,12.05814712499999,12694,0,0.0,6550104.0
89,anatomy,1,0,0,1.5076732635498047,-0.23643207550048828,-1.2712411880493164,-1.5076732635498047,-2.08609676361084,-1.7296218872070312,12.05814712499999,8409,0,0.0,4339044.0
90,astronomy,2,0,0,2.029771327972412,-0.7288627624511719,-1.3009085655212402,-1.4810137748718262,-2.029771327972412,-1.5942721366882324,12.05814712499999,13955,0,0.0,7200780.0
91,abstract_algebra,2,1,0,2.9931461811065674,-1.3787956237792969,-1.9106075763702393,-1.6143505573272705,-2.9931461811065674,-2.469998598098755,12.05814712499999,10637,0,0.0,5488692.0
92,anatomy,1,0,0,1.4490138292312622,-0.38898277282714844,-1.0600310564041138,-1.4490138292312622,-1.8169785737991333,-1.6042853593826294,12.05814712499999,14438,0,0.0,7450008.0
93,computer_security,3,0,0,1.8486170768737793,-0.7067060470581055,-1.1419110298156738,-1.4337458610534668,-1.9196467399597168,-1.8486170768737793,12.05814712499999,6625,0,0.0,3418500.0
94,high_school_physics,1,0,0,1.7444714307785034,-0.10512542724609375,-1.6393460035324097,-1.7444714307785034,-2.184634208679199,-1.9012707471847534,12.05814712499999,14193,0,0.0,7323588.0
95,conceptual_physics,1,0,0,1.5031224489212036,-0.13829708099365234,-1.3648253679275513,-1.5031224489212036,-1.8627549409866333,-1.7933017015457153,12.05814712499999,6915,0,0.0,3568140.0
96,business_ethics,2,0,0,1.9876775741577148,-0.77130126953125,-1.2163763046264648,-1.4509563446044922,-1.9876775741577148,-1.881913185119629,12.05814712499999,21515,0,0.0,11101740.0
97,astronomy,1,0,0,1.3867065906524658,-0.17206287384033203,-1.2146437168121338,-1.3867065906524658,-2.0454676151275635,-1.624610185623169,12.05814712499999,13461,0,0.0,6945876.0
98,college_computer_science,2,1,0,1.9025532007217407,-0.629725456237793,-1.296582818031311,-1.2728277444839478,-1.9025532007217407,-1.595995545387268,12.05814712499999,25605,0,0.0,13212180.0
99,formal_logic,2,0,0,2.3661890029907227,-1.4006844758987427,-0.96550452709198,-1.4055737257003784,-2.3661890029907227,-2.1647090911865234,12.05814712499999,18631,0,0.0,9613596.0
100,clinical_knowledge,3,0,0,1.5387130975723267,-0.39441490173339844,-1.1442981958389282,-1.6416069269180298,-1.8289514780044556,-1.5387130975723267,12.05814712499999,11868,0,0.0,6123888.0
101,college_mathematics,3,0,0,2.4386329650878906,-0.9167060852050781,-1.5219268798828125,-1.7085676193237305,-2.424197196960449,-2.4386329650878906,12.05814712499999,8974,0,0.0,4630584.0
102,high_school_mathematics,1,1,1,1.8081046342849731,0.05394458770751953,-1.8620492219924927,-1.8081046342849731,-2.2009620666503906,-2.1689682006835938,12.05814712499999,8951,0,0.0,4618716.0
103,high_school_mathematics,1,0,0,1.8358198404312134,-0.14996051788330078,-1.6858593225479126,-1.8358198404312134,-2.2852187156677246,-2.4810166358947754,12.05814712499999,9750,0,0.0,5031000.0
104,conceptual_physics,1,0,0,1.4887367486953735,-0.166107177734375,-1.3226295709609985,-1.4887367486953735,-1.8023754358291626,-1.7662798166275024,12.05814712499999,7314,0,0.0,3774024.0
105,econometrics,0,0,1,1.479819893836975,0.1846170425415039,-1.479819893836975,-1.664436936378479,-2.2837815284729004,-1.9929767847061157,12.05814712499999,18005,0,0.0,9290580.0
106,high_school_mathematics,2,1,0,1.9378304481506348,-0.24637508392333984,-1.699256420135498,-1.691455364227295,-1.9378304481506348,-2.0056023597717285,12.05814712499999,13092,0,0.0,6755472.0
107,conceptual_physics,1,0,0,1.4935824871063232,-0.08218097686767578,-1.4114015102386475,-1.4935824871063232,-1.821018934249878,-1.5536229610443115,12.05814712499999,10545,0,0.0,5441220.0
108,astronomy,2,0,0,2.0087361335754395,-0.792174220085144,-1.2165619134902954,-1.4728246927261353,-2.0087361335754395,-1.6538969278335571,12.05814712499999,13794,0,0.0,7117704.0
109,conceptual_physics,1,1,1,1.5874782800674438,0.020565032958984375,-1.6080433130264282,-1.5874782800674438,-1.957410454750061,-1.66204035282135,12.05814712499999,7678,0,0.0,3961848.0
110,anatomy,3,0,0,1.723147988319397,-0.6394109725952148,-1.0837370157241821,-1.3437858819961548,-1.7912203073501587,-1.723147988319397,12.05814712499999,11066,0,0.0,5710056.0
111,college_mathematics,0,1,0,1.7211278676986694,-0.12094497680664062,-1.7211278676986694,-1.6001828908920288,-2.158015727996826,-2.0850071907043457,12.05814712499999,14415,0,0.0,7438140.0
112,econometrics,1,1,1,1.7339190244674683,0.26399993896484375,-1.997918963432312,-1.7339190244674683,-2.7608890533447266,-2.149454116821289,12.05814712499999,14943,0,0.0,7710588.0
113,machine_learning,3,1,0,2.209425687789917,-1.0109443664550781,-1.5961215496063232,-1.1984813213348389,-2.4995219707489014,-2.209425687789917,12.05814712499999,11460,0,0.0,5913360.0
114,high_school_mathematics,1,3,0,2.2531683444976807,-0.02794647216796875,-2.303027391433716,-2.2531683444976807,-2.858156442642212,-2.225221872329712,12.05814712499999,11341,0,0.0,5851956.0
115,formal_logic,0,0,1,1.0201719999313354,0.5245962142944336,-1.0201719999313354,-1.544768214225769,-2.625640869140625,-2.1955299377441406,12.05814712499999,17579,0,0.0,9070764.0
116,abstract_algebra,2,1,0,2.5990352630615234,-1.0296202898025513,-1.951816439628601,-1.5694149732589722,-2.5990352630615234,-2.2232675552368164,12.05814712499999,13416,0,0.0,6922656.0
117,college_computer_science,2,1,0,2.5471694469451904,-1.0148286819458008,-1.5408313274383545,-1.5323407649993896,-2.5471694469451904,-1.958139181137085,12.05814712499999,10065,0,0.0,5193540.0
118,astronomy,2,0,0,2.374444007873535,-1.1928664445877075,-1.1815775632858276,-1.578999400138855,-2.374444007873535,-1.9001129865646362,12.05814712499999,13546,0,0.0,6989736.0
119,astronomy,2,1,0,1.988220453262329,-0.7858486175537109,-1.2379992008209229,-1.2023718357086182,-1.988220453262329,-1.8140089511871338,12.05814712499999,9733,0,0.0,5022228.0
120,high_school_mathematics,0,1,0,1.7759836912155151,-0.5579042434692383,-1.7759836912155151,-1.2180794477462769,-2.989426612854004,-1.93407142162323,12.05814712499999,9919,0,0.0,5118204.0
121,computer_security,2,0,0,2.2013254165649414,-1.1290884017944336,-1.0722370147705078,-1.3712682723999023,-2.2013254165649414,-2.4136810302734375,12.05814712499999,10454,0,0.0,5394264.0
122,college_mathematics,3,1,0,2.174544334411621,-0.30405235290527344,-1.957906723022461,-1.8704919815063477,-2.3706579208374023,-2.174544334411621,12.05814712499999,11134,0,0.0,5745144.0
123,anatomy,2,0,0,1.7944374084472656,-0.5485353469848633,-1.2459020614624023,-1.4684114456176758,-1.7944374084472656,-1.6915521621704102,12.05814712499999,9149,0,0.0,4720884.0
124,professional_accounting,2,0,0,1.8785395622253418,-0.5521841049194336,-1.3263554573059082,-1.4685912132263184,-1.8785395622253418,-1.8303542137145996,12.05814712499999,12172,0,0.0,6280752.0
125,electrical_engineering,0,0,1,1.6919827461242676,0.047791481018066406,-1.6919827461242676,-1.739774227142334,-2.599062442779541,-2.637272357940674,12.05814712499999,9685,0,0.0,4997460.0
126,formal_logic,0,0,1,1.2822041511535645,0.1982889175415039,-1.2822041511535645,-1.4804930686950684,-2.049553394317627,-1.9654946327209473,12.05814712499999,21818,0,0.0,11258088.0
127,machine_learning,0,0,1,1.2473020553588867,0.14061927795410156,-1.2473020553588867,-1.3879213333129883,-2.1882247924804688,-1.7349071502685547,12.05814712499999,10608,0,0.0,5473728.0
