model,phase,request_id,sample_id,arrival_us,deadline_us,layer,token_position,rank,expert_id,gate_weight,src_replica,input_event_id,token_id,decode_step,layer_id,topk_slot,source_rank,target_replica
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,2,2,7,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,2,3,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,2,4,2,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,2,5,1,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,2,6,5,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,1,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,2,0,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,3,5,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,4,3,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,5,2,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,0,3,6,6,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,1,2,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,2,6,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,3,3,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,4,1,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,5,0,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,0,6,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000000,0,0,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,1,3,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,2,7,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,3,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,4,2,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,5,1,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,1,6,5,0.16666666666666666,0,smoke-llmjp:decode:000001:000001,1,1,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,1,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,2,0,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,3,5,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,4,3,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,5,2,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,2,6,6,0.16666666666666666,0,smoke-llmjp:decode:000001:000002,2,2,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,1,5,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,2,1,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,3,6,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,4,4,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,5,3,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000001,1,7.0,187.0,1,3,6,7,0.16666666666666666,0,smoke-llmjp:decode:000001:000003,3,3,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,1,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,2,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,3,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,4,1,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,5,0,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,0,6,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,1,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,2,7,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,3,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,4,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,5,1,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,1,6,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,1,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,2,0,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,3,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,4,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,5,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,2,6,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,1,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,2,1,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,3,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,4,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,5,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,0,3,6,7,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,1,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,2,7,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,3,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,4,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,5,1,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,0,6,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000000,0,0,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,1,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,2,0,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,3,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,4,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,5,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,1,6,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000001,1,1,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,1,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,2,1,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,3,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,4,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,5,3,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,2,6,7,0.16666666666666666,0,smoke-llmjp:decode:000002:000002,2,2,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,1,6,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,2,2,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,3,7,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,4,5,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,5,4,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000002,2,14.0,194.0,1,3,6,0,0.16666666666666666,0,smoke-llmjp:decode:000002:000003,3,3,1,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,1,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,2,7,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,3,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,4,2,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,5,1,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,0,6,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000000,0,0,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,1,4,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,2,0,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,1,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,3,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,2,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,4,3,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,3,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,5,2,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,4,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,1,6,6,0.16666666666666666,0,smoke-llmjp:decode:000003:000001,1,1,0,5,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,1,5,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,0,0,-1
smoke-llmjp,decode,smoke-llmjp:decode:000003,3,21.0,201.0,0,2,2,1,0.16666666666666666,0,smoke-llmjp:decode:000003:000002,2,2,0,1,0,-1
