phase,batch_size,module_name,samples,latency_median_ms,latency_p95_ms,layer_index,share_of_sum_of_layer_medians
decode,8,model.layers.4.block_sparse_moe,48,4.67967987061,4.82317779064,4,0.0639494261821
decode,8,model.layers.5.block_sparse_moe,48,4.68675208092,4.83952007294,5,0.0640460703552
decode,8,model.layers.6.block_sparse_moe,48,4.34697604179,4.65247688293,6,0.0594029145554
decode,8,model.layers.7.block_sparse_moe,48,4.48084807396,4.6857614994,7,0.0612323216677
decode,8,model.layers.8.block_sparse_moe,48,4.2933280468,4.61142241955,8,0.0586697963527
decode,8,model.layers.9.block_sparse_moe,48,4.34593605995,4.65606732368,9,0.0593887028478
decode,8,model.layers.10.block_sparse_moe,48,4.47062397003,4.72933459282,10,0.0610926057903
decode,8,model.layers.11.block_sparse_moe,48,4.51121616364,4.78154549599,11,0.061647312001
decode,8,model.layers.12.block_sparse_moe,48,4.66804814339,4.80242886543,12,0.0637904746509
decode,8,model.layers.13.block_sparse_moe,48,4.64995193481,4.80089435577,13,0.0635431837707
decode,8,model.layers.14.block_sparse_moe,48,4.64817595482,4.80391852856,14,0.0635189143965
decode,8,model.layers.15.block_sparse_moe,48,4.62529587746,4.79613111019,15,0.0632062503129
prefill,1,model.layers.0.block_sparse_moe,3,5.30528020859,5.87468485832,0,0.0645865804947
prefill,1,model.layers.1.block_sparse_moe,3,5.15068817139,5.53963208199,1,0.0627045741422
prefill,1,model.layers.2.block_sparse_moe,3,5.15084791183,5.73240618706,2,0.0627065188254
prefill,1,model.layers.3.block_sparse_moe,3,5.11280012131,5.70152955055,3,0.0622433243118
prefill,1,model.layers.4.block_sparse_moe,3,5.08236789703,5.59976000786,4,0.0618728418443
prefill,1,model.layers.5.block_sparse_moe,3,5.10368013382,5.59927039146,5,0.0621322974136
prefill,1,model.layers.6.block_sparse_moe,3,5.12211179733,5.63380174637,6,0.0623566848299
prefill,1,model.layers.7.block_sparse_moe,3,5.19139194489,5.6735329628,7,0.0632001026421
prefill,1,model.layers.8.block_sparse_moe,3,5.16236782074,5.58901114464,8,0.0628467624119
prefill,1,model.layers.9.block_sparse_moe,3,5.08608007431,5.53415060043,9,0.0619180339599
prefill,1,model.layers.10.block_sparse_moe,3,5.13116788864,5.69175987244,10,0.0624669338549
prefill,1,model.layers.11.block_sparse_moe,3,5.12304019928,5.56218261719,11,0.0623679872126
prefill,1,model.layers.12.block_sparse_moe,3,5.11315202713,5.62104010582,12,0.0622476084199
prefill,1,model.layers.13.block_sparse_moe,3,5.09772777557,5.64138536453,13,0.0620598332929
prefill,1,model.layers.14.block_sparse_moe,3,5.09923219681,5.5828417778,14,0.0620781481452
prefill,1,model.layers.15.block_sparse_moe,3,5.11020803452,5.56026554108,15,0.0622117681987
prefill,4,model.layers.0.block_sparse_moe,3,7.52636814117,8.02959003448,0,0.0624325442861
prefill,4,model.layers.1.block_sparse_moe,3,7.48031997681,7.97703332901,1,0.0620505666832
prefill,4,model.layers.2.block_sparse_moe,3,7.60012817383,8.12106208801,2,0.0630443966987
prefill,4,model.layers.3.block_sparse_moe,3,7.62982416153,8.06663327217,3,0.063290730127
prefill,4,model.layers.4.block_sparse_moe,3,7.63081598282,8.06860442162,4,0.0632989574586
prefill,4,model.layers.5.block_sparse_moe,3,7.51718378067,7.88303022385,5,0.0623563584042
prefill,4,model.layers.6.block_sparse_moe,3,7.38918399811,7.62073588371,6,0.0612945777494
prefill,4,model.layers.7.block_sparse_moe,3,7.4532160759,7.77937612534,7,0.0618257350696
prefill,4,model.layers.8.block_sparse_moe,3,7.50998401642,7.79847340584,8,0.0622966350965
prefill,4,model.layers.9.block_sparse_moe,3,7.39440011978,7.77182383537,9,0.0613378463939
prefill,4,model.layers.10.block_sparse_moe,3,7.41990423203,7.93968629837,10,0.0615494074798
prefill,4,model.layers.11.block_sparse_moe,3,7.5751042366,7.99273276329,11,0.0628368187488
prefill,4,model.layers.12.block_sparse_moe,3,7.61651182175,8.03491797447,12,0.0631803019328
prefill,4,model.layers.13.block_sparse_moe,3,7.61651182175,8.05703654289,13,0.0631803019328
prefill,4,model.layers.14.block_sparse_moe,3,7.63801622391,8.0932574749,14,0.0633586847218
prefill,4,model.layers.15.block_sparse_moe,3,7.55452823639,7.88584327698,15,0.0626661372168
prefill,8,model.layers.0.block_sparse_moe,3,10.3649597168,10.7446300507,0,0.063829102731
prefill,8,model.layers.1.block_sparse_moe,3,10.3055677414,10.6954047203,1,0.0634633573154
prefill,8,model.layers.2.block_sparse_moe,3,10.0095996857,10.3570431709,2,0.0616407380337
prefill,8,model.layers.3.block_sparse_moe,3,10.2369279861,10.5852641106,3,0.0630406625719
prefill,8,model.layers.4.block_sparse_moe,3,10.1294078827,10.3819260597,4,0.0623785363392
prefill,8,model.layers.5.block_sparse_moe,3,9.97987174988,10.297852993,5,0.0614576685844
prefill,8,model.layers.6.block_sparse_moe,3,10.2323522568,10.5820994377,6,0.0630124844884
prefill,8,model.layers.7.block_sparse_moe,3,10.1345596313,10.3944223404,7,0.0624102616428
prefill,8,model.layers.8.block_sparse_moe,3,10.1160955429,10.3519968987,8,0.0622965567921
prefill,8,model.layers.9.block_sparse_moe,3,9.86988830566,10.242156601,9,0.0607803726998
prefill,8,model.layers.10.block_sparse_moe,3,9.92870426178,10.1480445862,10,0.0611425708953
prefill,8,model.layers.11.block_sparse_moe,3,10.2062082291,10.4476963043,11,0.0628514853262
prefill,8,model.layers.12.block_sparse_moe,3,10.2318077087,10.5350140572,12,0.0630091310733
prefill,8,model.layers.13.block_sparse_moe,3,10.1663036346,10.5229627609,13,0.0626057463628
prefill,8,model.layers.14.block_sparse_moe,3,10.1478395462,10.5109505653,14,0.062492041512
prefill,8,model.layers.15.block_sparse_moe,3,10.3260164261,10.5620319366,15,0.0635892836317
